LTGNR,KD_LTGNR,SLNR,LAENG,ART,QUERS,FARBE,KSID,ABGRIF1,KA1,ANSCH1,ABGRIF2,KA2,ANSCH2,PLATZ,BGID,TARGET_BG,BG_LIDENT,BG_CIDENT,Kaufteil,SEAL1,SEAL2,TOP1,TOP2,MW_IDENT,LIDENT,SL_LIDENT,CIDENT,KD_ABGRIF1,KD_ABGRIF2,V_IDENT,V_IDENT_VERS,SIGNAL,LTG_KENNUNG
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222617,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222618,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222619,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222620,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222621,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222622,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222623,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222624,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222625,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222626,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222627,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222628,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222629,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222630,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222631,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222632,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222633,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222634,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222635,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222636,AMR_C,2,,QNAVB_C,2,,15h,band,ende,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222637,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222638,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222639,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222640,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222641,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222642,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222643,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222644,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222645,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222646,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222647,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222648,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222649,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1222650,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223158,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223159,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223160,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223161,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223162,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223163,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223164,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223165,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223166,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223167,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223168,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223169,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223170,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223171,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223172,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223173,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223174,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223175,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223176,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223177,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223178,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223179,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223180,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223181,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654007,654007,SL6541,3220,SCHIRM,"0,5",sw,P1223262,AMR_C,2,,QNAVB_C,2,,15h,band,pfsb,,,1019795,,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTES...1,
654008,654008,SL6542,3050,SCHIRM,"0,5",sw,R670160,ATEL_C,2,,QNAVC_C,4,,29,band,ende,,,1018183,,,,,,,,,ATEL_C,QNAVC_C,,,S.SCHIRM..GSM.1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219220,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,ende,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219222,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219223,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219224,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219225,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,ende,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219226,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219228,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219232,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219233,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219237,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219238,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219239,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219240,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1219244,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222583,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222584,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222586,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222587,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222588,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222589,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222590,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222591,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222592,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222594,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222595,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222596,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222598,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222599,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222601,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
654009,654009,SL6541,3220,RTK031,"0,37",,P1222602,AMR_C,1,29027,QNAVB_C,1,21848,15h,band,pfsb,,,1019795,51297,,,,,,,,AMR_C,QNAVB_C,,,A.INF_LTEI...1,
